"registry__name","label","reference"
"application","vnd.route66.link66+xml","[Sybren_Kikstra]"
"application","vnd.rs-274x","[Lee_Harding]"
"application","vnd.ruckus.download","[Jerry_Harris]"
"application","vnd.s3sms","[Lauri_Tarkkala]"
"application","vnd.sailingtracker.track","[Heikki_Vesalainen]"
"application","vnd.sbm.cid","[Shinji_Kusakari]"
"application","vnd.sbm.mid2","[Masanori_Murai]"
"application","vnd.scribus","[Craig_Bradney]"
"application","vnd.sealed.3df","[John_Kwan]"
"application","vnd.sealed.csf","[John_Kwan]"
"application","vnd.sealed.doc","[David_Petersen]"
"application","vnd.sealed.eml","[David_Petersen]"
"application","vnd.sealed.mht","[David_Petersen]"
"application","vnd.sealed.net","[Martin_Lambert]"
"application","vnd.sealed.ppt","[David_Petersen]"
"application","vnd.sealed.tiff","[John_Kwan][Martin_Lambert]"
"application","vnd.sealed.xls","[David_Petersen]"
"application","vnd.sealedmedia.softseal.html","[David_Petersen]"
"application","vnd.sealedmedia.softseal.pdf","[David_Petersen]"
"application","vnd.seemail","[Steve_Webb]"
"application","vnd.sema","[Anders_Hansson]"
"application","vnd.semd","[Anders_Hansson]"
"application","vnd.semf","[Anders_Hansson]"
"application","vnd.shana.informed.formdata","[Guy_Selzler]"
"application","vnd.shana.informed.formtemplate","[Guy_Selzler]"
"application","vnd.shana.informed.interchange","[Guy_Selzler]"
"application","vnd.shana.informed.package","[Guy_Selzler]"
"application","vnd.SimTech-MindMapper","[Patrick_Koh]"
"application","vnd.siren+json","[Kevin_Swiber]"
"application","vnd.smaf","[Hiroaki_Takahashi]"
"application","vnd.smart.notebook","[Jonathan_Neitz]"
"application","vnd.smart.teacher","[Michael_Boyle]"
"application","vnd.software602.filler.form+xml","[Jakub_Hytka][Martin_Vondrous]"
"application","vnd.software602.filler.form-xml-zip","[Jakub_Hytka][Martin_Vondrous]"
"application","vnd.solent.sdkm+xml","[Cliff_Gauntlett]"
"application","vnd.spotfire.dxp","[Stefan_Jernberg]"
"application","vnd.spotfire.sfs","[Stefan_Jernberg]"
"application","vnd.sss-cod","[Asang_Dani]"
"application","vnd.sss-dtf","[Eric_Bruno]"
"application","vnd.sss-ntf","[Eric_Bruno]"
"application","vnd.stepmania.package","[Henrik_Andersson]"
"application","vnd.stepmania.stepchart","[Henrik_Andersson]"
"application","vnd.street-stream","[Glenn_Levitt]"
"application","vnd.sun.wadl+xml","[Marc_Hadley]"
"application","vnd.sus-calendar","[Jonathan_Niedfeldt]"
"application","vnd.svd","[Scott_Becker]"
"application","vnd.swiftview-ics","[Glenn_Widener]"
"application","vnd.syncml.dm.notification","[Peter_Thompson][OMA-DM_Work_Group]"
"application","vnd.syncml.dmddf+xml","[OMA-DM_Work_Group]"
"application","vnd.syncml.dmtnds+wbxml","[OMA-DM_Work_Group]"
"application","vnd.syncml.dmtnds+xml","[OMA-DM_Work_Group]"
"application","vnd.syncml.dmddf+wbxml","[OMA-DM_Work_Group]"
"application","vnd.syncml.dm+wbxml","[OMA-DM_Work_Group]"
"application","vnd.syncml.dm+xml","[Bindu_Rama_Rao][OMA-DM_Work_Group]"
"application","vnd.syncml.ds.notification","[OMA_Data_Synchronization_Working_Group]"
"application","vnd.syncml+xml","[OMA_Data_Synchronization_Working_Group]"
"application","vnd.tao.intent-module-archive","[Daniel_Shelton]"
"application","vnd.tcpdump.pcap","[Guy_Harris][Glen_Turner]"
"application","vnd.tmd.mediaflex.api+xml","[Alex_Sibilev]"
"application","vnd.tmobile-livetv","[Nicolas_Helin]"
"application","vnd.trid.tpt","[Frank_Cusack]"
"application","vnd.triscape.mxs","[Steven_Simonoff]"
"application","vnd.trueapp","[J._Scott_Hepler]"
"application","vnd.truedoc","[Brad_Chase]"
"application","vnd.ubisoft.webplayer","[Martin_Talbot]"
"application","vnd.ufdl","[Dave_Manning]"
"application","vnd.uiq.theme","[Tim_Ocock]"
"application","vnd.umajin","[Jamie_Riden]"
"application","vnd.unity","[Unity3d]"
"application","vnd.uoml+xml","[Arne_Gerdes]"
"application","vnd.uplanet.alert","[Bruce_Martin]"
"application","vnd.uplanet.alert-wbxml","[Bruce_Martin]"
"application","vnd.uplanet.bearer-choice","[Bruce_Martin]"
"application","vnd.uplanet.bearer-choice-wbxml","[Bruce_Martin]"
"application","vnd.uplanet.cacheop","[Bruce_Martin]"
"application","vnd.uplanet.cacheop-wbxml","[Bruce_Martin]"
"application","vnd.uplanet.channel","[Bruce_Martin]"
"application","vnd.uplanet.channel-wbxml","[Bruce_Martin]"
"application","vnd.uplanet.list","[Bruce_Martin]"
"application","vnd.uplanet.listcmd","[Bruce_Martin]"
"application","vnd.uplanet.listcmd-wbxml","[Bruce_Martin]"
"application","vnd.uplanet.list-wbxml","[Bruce_Martin]"
"application","vnd.uplanet.signal","[Bruce_Martin]"
"application","vnd.valve.source.material","[Henrik_Andersson]"
"application","vnd.vcx","[Taisuke_Sugimoto]"
"application","vnd.vd-study","[Luc_Rogge]"
"application","vnd.vectorworks","[Lyndsey_Ferguson][Biplab_Sarkar]"
"application","vnd.verimatrix.vcas","[Petr_Peterka]"
"application","vnd.vidsoft.vidconference","[Robert_Hess]"
"application","vnd.visio","[Troy_Sandal]"
"application","vnd.visionary","[Gayatri_Aravindakumar]"
"application","vnd.vividence.scriptfile","[Mark_Risher]"
"application","vnd.vsf","[Delton_Rowe]"
"application","vnd.wap.sic","[WAP-Forum]"
"application","vnd.wap.slc","[WAP-Forum]"
"application","vnd.wap.wbxml","[Peter_Stark]"
"application","vnd.wap.wmlc","[Peter_Stark]"
"application","vnd.wap.wmlscriptc","[Peter_Stark]"
"application","vnd.webturbo","[Yaser_Rehem]"
"application","vnd.wfa.p2p","[Mick_Conley]"
"application","vnd.wfa.wsc","[Wi-Fi_Alliance]"
"application","vnd.windows.devicepairing","[Priya_Dandawate]"
"application","vnd.wmc","[Thomas_Kjornes]"
"application","vnd.wmf.bootstrap","[Thinh_Nguyenphu][Prakash_Iyer]"
"application","vnd.wolfram.mathematica","[Wolfram]"
"application","vnd.wolfram.mathematica.package","[Wolfram]"
"application","vnd.wolfram.player","[Wolfram]"
"application","vnd.wordperfect","[Kim_Scarborough]"
"application","vnd.wqd","[Jan_Bostrom]"
"application","vnd.wrq-hp3000-labelled","[Chris_Bartram]"
"application","vnd.wt.stf","[Bill_Wohler]"
"application","vnd.wv.csp+xml","[John_Ingi_Ingimundarson]"
"application","vnd.wv.csp+wbxml","[Matti_Salmi]"
"application","vnd.wv.ssp+xml","[John_Ingi_Ingimundarson]"
"application","vnd.xacml+json","[David_Brossard]"
"application","vnd.xara","[David_Matthewman]"
"application","vnd.xfdl","[Dave_Manning]"
"application","vnd.xfdl.webform","[Michael_Mansell]"
"application","vnd.xmi+xml","[Fred_Waskiewicz]"
"application","vnd.xmpie.cpkg","[Reuven_Sherwin]"
"application","vnd.xmpie.dpkg","[Reuven_Sherwin]"
"application","vnd.xmpie.plan","[Reuven_Sherwin]"
"application","vnd.xmpie.ppkg","[Reuven_Sherwin]"
"application","vnd.xmpie.xlim","[Reuven_Sherwin]"
"application","vnd.yamaha.hv-dic","[Tomohiro_Yamamoto]"
"application","vnd.yamaha.hv-script","[Tomohiro_Yamamoto]"
"application","vnd.yamaha.hv-voice","[Tomohiro_Yamamoto]"
"application","vnd.yamaha.openscoreformat.osfpvg+xml","[Mark_Olleson]"
"application","vnd.yamaha.openscoreformat","[Mark_Olleson]"
"application","vnd.yamaha.remote-setup","[Takehiro_Sukizaki]"
"application","vnd.yamaha.smaf-audio","[Keiichi_Shinoda]"
"application","vnd.yamaha.smaf-phrase","[Keiichi_Shinoda]"
"application","vnd.yamaha.through-ngn","[Takehiro_Sukizaki]"
"application","vnd.yamaha.tunnel-udpencap","[Takehiro_Sukizaki]"
"application","vnd.yaoweme","[Jens_Jorgensen]"
"application","vnd.yellowriver-custom-menu","[Mr._Yellow]"
"application","vnd.zul","[Rene_Grothmann]"
"application","vnd.zzazz.deck+xml","[Micheal_Hewett]"
"application","voicexml+xml","[RFC4267]"
"application","vq-rtcpxr","[RFC6035]"
"application","watcherinfo+xml","[RFC3858]"
"application","whoispp-query","[RFC2957]"
"application","whoispp-response","[RFC2958]"
"application","widget","[W3C][Steven_Pemberton][ISO/IEC 19757-2:2003/FDAM-1]"
"application","wita","[Larry_Campbell]"
"application","wordperfect5.1","[Paul_Lindner]"
"application","wsdl+xml","[W3C]"
"application","wspolicy+xml","[W3C]"
"application","x-www-form-urlencoded","[W3C][Robin_Berjon]"
"application","x400-bp","[RFC1494]"
"application","xacml+xml","[RFC7061]"
"application","xcap-att+xml","[RFC4825]"
"application","xcap-caps+xml","[RFC4825]"
"application","xcap-diff+xml","[RFC5874]"
"application","xcap-el+xml","[RFC4825]"
"application","xcap-error+xml","[RFC4825]"
"application","xcap-ns+xml","[RFC4825]"
"application","xcon-conference-info-diff+xml","[RFC6502]"
"application","xcon-conference-info+xml","[RFC6502]"
"application","xenc+xml","[Joseph_Reagle][XENC_Working_Group]"
"application","xhtml-voice+xml","[draft-mccobb-xplusv-media-type] - OBSOLETE; no replacement given"
"application","xhtml+xml","[W3C][Robin_Berjon]"
"application","xml","[RFC7303]"
"application","xml-dtd","[RFC7303]"
"application","xml-external-parsed-entity","[RFC7303]"
"application","xml-patch+xml","[RFC7351]"
"application","xmpp+xml","[RFC3923]"
"application","xop+xml","[Mark_Nottingham]"
"application","xslt+xml","[W3C][http://www.w3.org/TR/2007/REC-xslt20-20070123/#media-type-registration]"
"application","xv+xml","[RFC4374]"
"application","yang","[RFC6020]"
"application","yin+xml","[RFC6020]"
"application","zip","[Paul_Lindner]"
"application","zlib","[RFC6713]"
"audio","1d-interleaved-parityfec","[RFC6015]"
"audio","32kadpcm","[RFC3802][RFC2421]"
"audio","3gpp","[RFC3839][RFC6381]"
"audio","3gpp2","[RFC4393][RFC6381]"
"audio","ac3","[RFC4184]"
"audio","AMR","[RFC4867]"
"audio","AMR-WB","[RFC4867]"
"audio","amr-wb+","[RFC4352]"
"audio","aptx","[RFC7310]"
"audio","asc","[RFC6295]"
"audio","ATRAC-ADVANCED-LOSSLESS","[RFC5584]"
"audio","ATRAC-X","[RFC5584]"
"audio","ATRAC3","[RFC5584]"
"audio","basic","[RFC2045][RFC2046]"
"audio","BV16","[RFC4298]"
"audio","BV32","[RFC4298]"
"audio","clearmode","[RFC4040]"
"audio","CN","[RFC3389]"
"audio","DAT12","[RFC3190]"
"audio","dls","[RFC4613]"
"audio","dsr-es201108","[RFC3557]"
"audio","dsr-es202050","[RFC4060]"
"audio","dsr-es202211","[RFC4060]"
"audio","dsr-es202212","[RFC4060]"
"audio","DV","[RFC6469]"
"audio","DVI4","[RFC4856]"
"audio","eac3","[RFC4598]"
"audio","encaprtp","[RFC6849]"
"audio","EVRC","[RFC4788]"
"audio","EVRC-QCP","[RFC3625]"
"audio","EVRC0","[RFC4788]"
"audio","EVRC1","[RFC4788]"
"audio","EVRCB","[RFC5188]"
"audio","EVRCB0","[RFC5188]"
"audio","EVRCB1","[RFC4788]"
"audio","EVRCNW","[RFC6884]"
"audio","EVRCNW0","[RFC6884]"
"audio","EVRCNW1","[RFC6884]"
"audio","EVRCWB","[RFC5188]"
"audio","EVRCWB0","[RFC5188]"
"audio","EVRCWB1","[RFC5188]"
"audio","example","[RFC4735]"
"audio","fwdred","[RFC6354]"
"audio","G719","[RFC5404][RFC Errata 
          3245]"
"audio","G7221","[RFC5577]"
"audio","G722","[RFC4856]"
"audio","G723","[RFC4856]"
"audio","G726-16","[RFC4856]"
"audio","G726-24","[RFC4856]"
"audio","G726-32","[RFC4856]"
"audio","G726-40","[RFC4856]"
"audio","G728","[RFC4856]"
"audio","G729","[RFC4856]"
"audio","G7291","[RFC4749][RFC5459]"
"audio","G729D","[RFC4856]"
"audio","G729E","[RFC4856]"
"audio","GSM","[RFC4856]"
"audio","GSM-EFR","[RFC4856]"
"audio","GSM-HR-08","[RFC5993]"
"audio","iLBC","[RFC3952]"
"audio","ip-mr_v2.5","[RFC6262]"
"audio","L8","[RFC4856]"
"audio","L16","[RFC4856]"
"audio","L20","[RFC3190]"
"audio","L24","[RFC3190]"
"audio","LPC","[RFC4856]"
"audio","mobile-xmf","[RFC4723]"
"audio","MPA","[RFC3555]"
"audio","mp4","[RFC4337][RFC6381]"
"audio","MP4A-LATM","[RFC6416]"
"audio","mpa-robust","[RFC5219]"
"audio","mpeg","[RFC3003]"
"audio","mpeg4-generic","[RFC3640][RFC5691][RFC6295]"
"audio","ogg","[RFC5334]"
"audio","parityfec","[RFC5109]"
"audio","PCMA","[RFC4856]"
"audio","PCMA-WB","[RFC5391]"
"audio","PCMU","[RFC4856]"
"audio","PCMU-WB","[RFC5391]"
"audio","prs.sid","[Linus_Walleij]"
"audio","QCELP","[RFC3555][RFC3625]"
"audio","raptorfec","[RFC6682]"
"audio","RED","[RFC3555]"
"audio","rtp-enc-aescm128","[ThreeGPP]"
"audio","rtploopback","[RFC6849]"
"audio","rtp-midi","[RFC6295]"
"audio","rtx","[RFC4588]"
"audio","SMV","[RFC3558]"
"audio","SMV0","[RFC3558]"
"audio","SMV-QCP","[RFC3625]"
"audio","sp-midi","[Timo_Kosonen][Tom_White]"
"audio","speex","[RFC5574]"
"audio","t140c","[RFC4351]"
"audio","t38","[RFC4612]"
"audio","telephone-event","[RFC4733]"
"audio","tone","[RFC4733]"
"audio","UEMCLIP","[RFC5686]"
"audio","ulpfec","[RFC5109]"
"audio","VDVI","[RFC4856]"
"audio","VMR-WB","[RFC4348][RFC4424]"
"audio","vnd.3gpp.iufp","[Thomas_Belling]"
"audio","vnd.4SB","[Serge_De_Jaham]"
"audio","vnd.audiokoz","[Vicki_DeBarros]"
"audio","vnd.CELP","[Serge_De_Jaham]"
"audio","vnd.cisco.nse","[Rajesh_Kumar]"
"audio","vnd.cmles.radio-events","[Jean-Philippe_Goulet]"
"audio","vnd.cns.anp1","[Ann_McLaughlin]"
"audio","vnd.cns.inf1","[Ann_McLaughlin]"
"audio","vnd.dece.audio","[Michael_A_Dolan]"
"audio","vnd.digital-winds","[Armands_Strazds]"
"audio","vnd.dlna.adts","[Edwin_Heredia]"
"audio","vnd.dolby.heaac.1","[Steve_Hattersley]"
"audio","vnd.dolby.heaac.2","[Steve_Hattersley]"
"audio","vnd.dolby.mlp","[Mike_Ward]"
"audio","vnd.dolby.mps","[Steve_Hattersley]"
"audio","vnd.dolby.pl2","[Steve_Hattersley]"
"audio","vnd.dolby.pl2x","[Steve_Hattersley]"
"audio","vnd.dolby.pl2z","[Steve_Hattersley]"
"audio","vnd.dolby.pulse.1","[Steve_Hattersley]"
"audio","vnd.dra","[Jiang_Tian]"
"audio","vnd.dts","[William_Zou]"
"audio","vnd.dts.hd","[William_Zou]"
"audio","vnd.dvb.file","[Peter_Siebert]"
"audio","vnd.everad.plj","[Shay_Cicelsky]"
"audio","vnd.hns.audio","[Swaminathan]"
"audio","vnd.lucent.voice","[Greg_Vaudreuil]"
"audio","vnd.ms-playready.media.pya","[Steve_DiAcetis]"
"audio","vnd.nokia.mobile-xmf","[Nokia]"
"audio","vnd.nortel.vbk","[Glenn_Parsons]"
"audio","vnd.nuera.ecelp4800","[Michael_Fox]"
"audio","vnd.nuera.ecelp7470","[Michael_Fox]"
"audio","vnd.nuera.ecelp9600","[Michael_Fox]"
"audio","vnd.octel.sbc","[Greg_Vaudreuil]"
"audio","vnd.qcelp - DEPRECATED in favor of audio/qcelp","[RFC3625]"
"audio","vnd.rhetorex.32kadpcm","[Greg_Vaudreuil]"
"audio","vnd.rip","[Martin_Dawe]"
"audio","vnd.sealedmedia.softseal.mpeg","[David_Petersen]"
"audio","vnd.vmx.cvsd","[Greg_Vaudreuil]"
"audio","vorbis","[RFC5215]"
"audio","vorbis-config","[RFC5215]"
"image","cgm","[Alan_Francis]"
"image","example","[RFC4735]"
"image","fits","[RFC4047]"
"image","g3fax","[RFC1494]"
"image","gif","[RFC2045][RFC2046]"
"image","ief","[RFC1314]"
"image","jp2","[RFC3745]"
"image","jpeg","[RFC2045][RFC2046]"
"image","jpm","[RFC3745]"
"image","jpx","[RFC3745]"
"image","ktx","[Mark_Callow][Khronos][http://www.khronos.org/opengles/sdk/tools/KTX/file_format_spec/#mimeregistration]"
"image","naplps","[Ilya_Ferber]"
"image","png","[Glenn_Randers-Pehrson]"
"image","prs.btif","[Ben_Simon]"
"image","prs.pti","[Juern_Laun]"
"image","pwg-raster","[Michael_Sweet]"
"image","svg+xml","[W3C][http://www.w3.org/TR/SVG/mimereg.html]"
"image","t38","[RFC3362]"
"image","tiff","[RFC3302]"
"image","tiff-fx","[RFC3950]"
"image","vnd.adobe.photoshop","[Kim_Scarborough]"
"image","vnd.airzip.accelerator.azv","[Gary_Clueit]"
"image","vnd.cns.inf2","[Ann_McLaughlin]"
"image","vnd.dece.graphic","[Michael_A_Dolan]"
"image","vnd.djvu","[Leon_Bottou]"
"image","vnd.dwg","[Jodi_Moline]"
"image","vnd.dxf","[Jodi_Moline]"
"image","vnd.dvb.subtitle","[Peter_Siebert][Michael_Lagally]"
"image","vnd.fastbidsheet","[Scott_Becker]"
"image","vnd.fpx","[Marc_Douglas_Spencer]"
"image","vnd.fst","[Arild_Fuldseth]"
"image","vnd.fujixerox.edmics-mmr","[Masanori_Onda]"
"image","vnd.fujixerox.edmics-rlc","[Masanori_Onda]"
"image","vnd.globalgraphics.pgb","[Martin_Bailey]"
"image","vnd.microsoft.icon","[Simon_Butcher]"
"image","vnd.mix","[Saveen_Reddy]"
"image","vnd.ms-modi","[Gregory_Vaughan]"
"image","vnd.net-fpx","[Marc_Douglas_Spencer]"
"image","vnd.radiance","[Randolph_Fritz][Greg_Ward]"
"image","vnd.sealed.png","[David_Petersen]"
"image","vnd.sealedmedia.softseal.gif","[David_Petersen]"
"image","vnd.sealedmedia.softseal.jpg","[David_Petersen]"
"image","vnd.svf","[Jodi_Moline]"
"image","vnd.tencent.tap","[Ni_Hui]"
"image","vnd.valve.source.texture","[Henrik_Andersson]"
"image","vnd.wap.wbmp","[Peter_Stark]"
"image","vnd.xiff","[Steven_Martin]"
"message","CPIM","[RFC3862]"
"message","delivery-status","[RFC1894]"
"message","disposition-notification","[RFC3798]"
"message","example","[RFC4735]"
"message","external-body","[RFC2045][RFC2046]"
"message","feedback-report","[RFC5965]"
"message","global","[RFC6532]"
"message","global-delivery-status","[RFC6533]"
"message","global-disposition-notification","[RFC6533]"
"message","global-headers","[RFC6533]"
"message","http","[RFC7230]"
"message","imdn+xml","[RFC5438]"
"message","news","[RFC5537][Henry_Spencer] - OBSOLETED by RFC5537"
"message","partial","[RFC2045][RFC2046]"
"message","rfc822","[RFC2045][RFC2046]"
"message","s-http","[RFC2660]"
"message","sip","[RFC3261]"
"message","sipfrag","[RFC3420]"
"message","tracking-status","[RFC3886]"
"message","vnd.si.simp","[Nicholas_Parks_Young] - OBSOLETED by request"
"message","vnd.wfa.wsc","[Mick_Conley]"
"model","example","[RFC4735]"
"model","iges","[Curtis_Parks]"
"model","mesh","[RFC2077]"
"model","vnd.collada+xml","[James_Riordon]"
"model","vnd.dwf","[Jason_Pratt]"
"model","vnd.flatland.3dml","[Michael_Powers]"
"model","vnd.gdl","[Attila_Babits]"
"model","vnd.gs-gdl","[Attila_Babits]"
"model","vnd.gtw","[Yutaka_Ozaki]"
"model","vnd.moml+xml","[Christopher_Brooks]"
"model","vnd.mts","[Boris_Rabinovitch]"
"model","vnd.opengex","[Eric_Lengyel]"
"model","vnd.parasolid.transmit.binary","[Parasolid]"
"model","vnd.parasolid.transmit.text","[Parasolid]"
"model","vnd.valve.source.compiled-map","[Henrik_Andersson]"
"model","vnd.vtu","[Boris_Rabinovitch]"
"model","vrml","[RFC2077]"
"model","x3d-vrml","[Web3D][Web3D_X3D]"
"model","x3d+fastinfoset","[Web3D_X3D]"
"model","x3d+xml","[Web3D][Web3D_X3D]"
"multipart","alternative","[RFC2046][RFC2045]"
"multipart","appledouble","[Patrik_Faltstrom]"
"multipart","byteranges","[RFC7233]"
"multipart","digest","[RFC2046][RFC2045]"
"multipart","encrypted","[RFC1847]"
"multipart","example","[RFC4735]"
"multipart","form-data","[RFC2388]"
"multipart","header-set","[Dave_Crocker]"
"multipart","mixed","[RFC2046][RFC2045]"
"multipart","parallel","[RFC2046][RFC2045]"
"multipart","related","[RFC2387]"
"multipart","report","[RFC6522]"
"multipart","signed","[RFC1847]"
"multipart","voice-message","[RFC2421][RFC2423]"
"multipart","x-mixed-replace","[W3C][Robin_Berjon]"
"text","1d-interleaved-parityfec","[RFC6015]"
"text","cache-manifest","[W3C][Robin_Berjon]"
"text","calendar","[RFC5545]"
"text","css","[RFC2318]"
"text","csv","[RFC4180][RFC7111]"
"text","csv-schema","[National_Archives_UK][David_Underdown]"
"text","directory - DEPRECATED by RFC6350","[RFC2425][RFC6350]"
"text","dns","[RFC4027]"
"text","ecmascript","[RFC4329] - OBSOLETED in favor of application/ecmascript"
"text","encaprtp","[RFC6849]"
"text","enriched","[RFC1896]"
"text","example","[RFC4735]"
"text","fwdred","[RFC6354]"
"text","grammar-ref-list","[RFC6787]"
"text","html","[W3C][Robin_Berjon]"
"text","javascript","[RFC4329] - OBSOLETED in favor of application/javascript"
"text","jcr-cnd","[Peeter_Piegaze]"
"text","markdown (TEMPORARY - registered 2014-11-11, expires 2015-11-11)","[draft-ietf-appsawg-text-markdown]"
"text","mizar","[Jesse_Alama]"
"text","n3","[W3C][Eric_Prudhommeaux]"
"text","parameters","[RFC-ietf-mmusic-rfc2326bis-40]"
"text","parityfec","[RFC5109]"
"text","plain","[RFC2046][RFC3676][RFC5147]"
"text","provenance-notation","[W3C][Ivan_Herman]"
"text","prs.fallenstein.rst","[Benja_Fallenstein]"
"text","prs.lines.tag","[John_Lines]"
"text","raptorfec","[RFC6682]"
"text","RED","[RFC4102]"
"text","rfc822-headers","[RFC6522]"
"text","richtext","[RFC2045][RFC2046]"
"text","rtf","[Paul_Lindner]"
"text","rtp-enc-aescm128","[ThreeGPP]"
"text","rtploopback","[RFC6849]"
"text","rtx","[RFC4588]"
"text","sgml","[RFC1874]"
"text","t140","[RFC4103]"
"text","tab-separated-values","[Paul_Lindner]"
"text","troff","[RFC4263]"
"text","turtle","[W3C][Eric_Prudhommeaux]"
"text","ulpfec","[RFC5109]"
"text","uri-list","[RFC2483]"
"text","vcard","[RFC6350]"
"text","vnd.a","[Regis_Dehoux]"
"text","vnd.abc","[Steve_Allen]"
"text","vnd.curl","[Robert_Byrnes]"
"text","vnd.debian.copyright","[Charles_Plessy]"
"text","vnd.DMClientScript","[Dan_Bradley]"
"text","vnd.dvb.subtitle","[Peter_Siebert][Michael_Lagally]"
"text","vnd.esmertec.theme-descriptor","[Stefan_Eilemann]"
"text","vnd.fly","[John-Mark_Gurney]"
"text","vnd.fmi.flexstor","[Kari_E._Hurtta]"
"text","vnd.graphviz","[John_Ellson]"
"text","vnd.in3d.3dml","[Michael_Powers]"
"text","vnd.in3d.spot","[Michael_Powers]"
"text","vnd.IPTC.NewsML","[IPTC]"
"text","vnd.IPTC.NITF","[IPTC]"
"text","vnd.latex-z","[Mikusiak_Lubos]"
"text","vnd.motorola.reflex","[Mark_Patton]"
"text","vnd.ms-mediapackage","[Jan_Nelson]"
"text","vnd.net2phone.commcenter.command","[Feiyu_Xie]"
"text","vnd.radisys.msml-basic-layout","[RFC5707]"
"text","vnd.si.uricatalogue","[Nicholas_Parks_Young] - OBSOLETED by request"
"text","vnd.sun.j2me.app-descriptor","[Gary_Adams]"
"text","vnd.trolltech.linguist","[David_Lee_Lambert]"
"text","vnd.wap.si","[WAP-Forum]"
"text","vnd.wap.sl","[WAP-Forum]"
"text","vnd.wap.wml","[Peter_Stark]"
"text","vnd.wap.wmlscript","[Peter_Stark]"
"text","xml","[RFC7303]"
"text","xml-external-parsed-entity","[RFC7303]"
"video","1d-interleaved-parityfec","[RFC6015]"
"video","3gpp","[RFC3839][RFC6381]"
"video","3gpp2","[RFC4393][RFC6381]"
"video","3gpp-tt","[RFC4396]"
"video","BMPEG","[RFC3555]"
"video","BT656","[RFC3555]"
"video","CelB","[RFC3555]"
"video","DV","[RFC6469]"
"video","encaprtp","[RFC6849]"
"video","example","[RFC4735]"
"video","H261","[RFC4587]"
"video","H263","[RFC3555]"
"video","H263-1998","[RFC4629]"
"video","H263-2000","[RFC4629]"
"video","H264","[RFC6184]"
"video","H264-RCDO","[RFC6185]"
"video","H264-SVC","[RFC6190]"
"video","iso.segment","[David_Singer][ISO-IEC_JTC1]"
"video","JPEG","[RFC3555]"
"video","jpeg2000","[RFC5371][RFC5372]"
"video","mj2","[RFC3745]"
"video","MP1S","[RFC3555]"
"video","MP2P","[RFC3555]"
"video","MP2T","[RFC3555]"
"video","mp4","[RFC4337][RFC6381]"
"video","MP4V-ES","[RFC6416]"
"video","MPV","[RFC3555]"
"video","mpeg","[RFC2045][RFC2046]"
"video","mpeg4-generic","[RFC3640]"
"video","nv","[RFC4856]"
"video","ogg","[RFC5334]"
"video","parityfec","[RFC5109]"
"video","pointer","[RFC2862]"
"video","quicktime","[RFC6381][Paul_Lindner]"
"video","raptorfec","[RFC6682]"
"video","raw","[RFC4175]"
"video","rtp-enc-aescm128","[ThreeGPP]"
"video","rtploopback","[RFC6849]"
"video","rtx","[RFC4588]"
"video","SMPTE292M","[RFC3497]"
"video","ulpfec","[RFC5109]"
"video","vc1","[RFC4425]"
"video","vnd.CCTV","[http://www.iana.org/assignments/contact-people.htmll#Rottmann]"
"video","vnd.dece.hd","[http://www.iana.org/assignments/contact-people.htmll#Dolan]"
"video","vnd.dece.mobile","[http://www.iana.org/assignments/contact-people.htmll#Dolan]"
"video","vnd.dece.mp4","[http://www.iana.org/assignments/contact-people.htmll#Dolan]"
"video","vnd.dece.pd","[http://www.iana.org/assignments/contact-people.htmll#Dolan]"
"video","vnd.dece.sd","[http://www.iana.org/assignments/contact-people.htmll#Dolan]"
"video","vnd.dece.video","[http://www.iana.org/assignments/contact-people.htmll#Dolan]"
"video","vnd.directv.mpeg","[Nathan_Zerbe]"
"video","vnd.directv.mpeg-tts","[Nathan_Zerbe]"
"video","vnd.dlna.mpeg-tts","[Edwin_Heredia]"
"video","vnd.dvb.file","[Peter_Siebert][Kevin_Murray]"
"video","vnd.fvt","[Arild_Fuldseth]"
"video","vnd.hns.video","[Swaminathan]"
"video","vnd.iptvforum.1dparityfec-1010","[Shuji_Nakamura]"
"video","vnd.iptvforum.1dparityfec-2005","[Shuji_Nakamura]"
"video","vnd.iptvforum.2dparityfec-1010","[Shuji_Nakamura]"
"video","vnd.iptvforum.2dparityfec-2005","[Shuji_Nakamura]"
"video","vnd.iptvforum.ttsavc","[Shuji_Nakamura]"
"video","vnd.iptvforum.ttsmpeg2","[Shuji_Nakamura]"
"video","vnd.motorola.video","[Tom_McGinty]"
"video","vnd.motorola.videop","[Tom_McGinty]"
"video","vnd.mpegurl","[Heiko_Recktenwald]"
"video","vnd.ms-playready.media.pyv","[Steve_DiAcetis]"
"video","vnd.nokia.interleaved-multimedia","[Petteri_Kangaslampi]"
"video","vnd.nokia.videovoip","[Nokia]"
"video","vnd.objectvideo","[John_Clark]"
"video","vnd.radgamettools.bink","[Henrik_Andersson]"
"video","vnd.radgamettools.smacker","[Henrik_Andersson]"
"video","vnd.sealed.mpeg1","[David_Petersen]"
"video","vnd.sealed.mpeg4","[David_Petersen]"
"video","vnd.sealed.swf","[David_Petersen]"
"video","vnd.sealedmedia.softseal.mov","[David_Petersen]"
"video","vnd.uvvu.mp4","[http://www.iana.org/assignments/contact-people.htmll#Dolan]"
"video","vnd.vivo","[John_Wolfe]"
