"registry__name","label","reference"
"application","vnd.hp-PCLXL","[Bob_Pentecost]"
"application","vnd.httphone","[Franck_Lefevre]"
"application","vnd.hydrostatix.sof-data","[Allen_Gillam]"
"application","vnd.hzn-3d-crossword","[James_Minnis]"
"application","vnd.ibm.afplinedata","[Roger_Buis]"
"application","vnd.ibm.electronic-media","[Bruce_Tantlinger]"
"application","vnd.ibm.MiniPay","[Amir_Herzberg]"
"application","vnd.ibm.modcap","[Reinhard_Hohensee]"
"application","vnd.ibm.rights-management","[Bruce_Tantlinger]"
"application","vnd.ibm.secure-container","[Bruce_Tantlinger]"
"application","vnd.iccprofile","[Phil_Green]"
"application","vnd.ieee.1905","[Purva_R_Rajkotia]"
"application","vnd.igloader","[Tim_Fisher]"
"application","vnd.immervision-ivp","[Mathieu_Villegas]"
"application","vnd.immervision-ivu","[Mathieu_Villegas]"
"application","vnd.ims.imsccv1p1","[Lisa_Mattson]"
"application","vnd.ims.imsccv1p2","[Lisa_Mattson]"
"application","vnd.ims.imsccv1p3","[Lisa_Mattson]"
"application","vnd.ims.lis.v2.result+json","[Lisa_Mattson]"
"application","vnd.ims.lti.v2.toolconsumerprofile+json","[Lisa_Mattson]"
"application","vnd.ims.lti.v2.toolproxy.id+json","[Lisa_Mattson]"
"application","vnd.ims.lti.v2.toolproxy+json","[Lisa_Mattson]"
"application","vnd.ims.lti.v2.toolsettings+json","[Lisa_Mattson]"
"application","vnd.ims.lti.v2.toolsettings.simple+json","[Lisa_Mattson]"
"application","vnd.informedcontrol.rms+xml","[Mark_Wahl]"
"application","vnd.infotech.project","[Charles_Engelke]"
"application","vnd.infotech.project+xml","[Charles_Engelke]"
"application","vnd.informix-visionary","[Christopher_Gales] - OBSOLETED in favor of application/vnd.visionary"
"application","vnd.innopath.wamp.notification","[Takanori_Sudo]"
"application","vnd.insors.igm","[Jon_Swanson]"
"application","vnd.intercon.formnet","[Tom_Gurak]"
"application","vnd.intergeo","[Yves_Kreis_2]"
"application","vnd.intertrust.digibox","[Luke_Tomasello]"
"application","vnd.intertrust.nncp","[Luke_Tomasello]"
"application","vnd.intu.qbo","[Greg_Scratchley]"
"application","vnd.intu.qfx","[Greg_Scratchley]"
"application","vnd.iptc.g2.catalogitem+xml","[Michael_Steidl]"
"application","vnd.iptc.g2.conceptitem+xml","[Michael_Steidl]"
"application","vnd.iptc.g2.knowledgeitem+xml","[Michael_Steidl]"
"application","vnd.iptc.g2.newsitem+xml","[Michael_Steidl]"
"application","vnd.iptc.g2.newsmessage+xml","[Michael_Steidl]"
"application","vnd.iptc.g2.packageitem+xml","[Michael_Steidl]"
"application","vnd.iptc.g2.planningitem+xml","[Michael_Steidl]"
"application","vnd.ipunplugged.rcprofile","[Per_Ersson]"
"application","vnd.irepository.package+xml","[Martin_Knowles]"
"application","vnd.is-xpr","[Satish_Navarajan]"
"application","vnd.isac.fcs","[Ryan_Brinkman]"
"application","vnd.jam","[Brijesh_Kumar]"
"application","vnd.japannet-directory-service","[Kiyofusa_Fujii]"
"application","vnd.japannet-jpnstore-wakeup","[Jun_Yoshitake]"
"application","vnd.japannet-payment-wakeup","[Kiyofusa_Fujii]"
"application","vnd.japannet-registration","[Jun_Yoshitake]"
"application","vnd.japannet-registration-wakeup","[Kiyofusa_Fujii]"
"application","vnd.japannet-setstore-wakeup","[Jun_Yoshitake]"
"application","vnd.japannet-verification","[Jun_Yoshitake]"
"application","vnd.japannet-verification-wakeup","[Kiyofusa_Fujii]"
"application","vnd.jcp.javame.midlet-rms","[Mikhail_Gorshenev]"
"application","vnd.jisp","[Sebastiaan_Deckers]"
"application","vnd.joost.joda-archive","[Joost]"
"application","vnd.jsk.isdn-ngn","[Yokoyama_Kiyonobu]"
"application","vnd.kahootz","[Tim_Macdonald]"
"application","vnd.kde.karbon","[David_Faure]"
"application","vnd.kde.kchart","[David_Faure]"
"application","vnd.kde.kformula","[David_Faure]"
"application","vnd.kde.kivio","[David_Faure]"
"application","vnd.kde.kontour","[David_Faure]"
"application","vnd.kde.kpresenter","[David_Faure]"
"application","vnd.kde.kspread","[David_Faure]"
"application","vnd.kde.kword","[David_Faure]"
"application","vnd.kenameaapp","[Dirk_DiGiorgio-Haag]"
"application","vnd.kidspiration","[Jack_Bennett]"
"application","vnd.Kinar","[Hemant_Thakkar]"
"application","vnd.koan","[Pete_Cole]"
"application","vnd.kodak-descriptor","[Michael_J._Donahue]"
"application","vnd.las.las+xml","[Rob_Bailey]"
"application","vnd.liberty-request+xml","[Brett_McDowell]"
"application","vnd.llamagraphics.life-balance.desktop","[Catherine_E._White]"
"application","vnd.llamagraphics.life-balance.exchange+xml","[Catherine_E._White]"
"application","vnd.lotus-1-2-3","[Paul_Wattenberger]"
"application","vnd.lotus-approach","[Paul_Wattenberger]"
"application","vnd.lotus-freelance","[Paul_Wattenberger]"
"application","vnd.lotus-notes","[Michael_Laramie]"
"application","vnd.lotus-organizer","[Paul_Wattenberger]"
"application","vnd.lotus-screencam","[Paul_Wattenberger]"
"application","vnd.lotus-wordpro","[Paul_Wattenberger]"
"application","vnd.macports.portpkg","[James_Berry]"
"application","vnd.marlin.drm.actiontoken+xml","[Gary_Ellison]"
"application","vnd.marlin.drm.conftoken+xml","[Gary_Ellison]"
"application","vnd.marlin.drm.license+xml","[Gary_Ellison]"
"application","vnd.marlin.drm.mdcf","[Gary_Ellison]"
"application","vnd.mason+json","[Jorn_Wildt]"
"application","vnd.maxmind.maxmind-db","[William_Stevenson]"
"application","vnd.mcd","[Tadashi_Gotoh]"
"application","vnd.medcalcdata","[Frank_Schoonjans]"
"application","vnd.mediastation.cdkey","[Henry_Flurry]"
"application","vnd.meridian-slingshot","[Eric_Wedel]"
"application","vnd.MFER","[Masaaki_Hirai]"
"application","vnd.mfmp","[Yukari_Ikeda]"
"application","vnd.micrografx.flo","[Joe_Prevo]"
"application","vnd.micrografx.igx","[Joe_Prevo]"
"application","vnd.miele+json","[Nils_Langhammer]"
"application","vnd.mif","[Mike_Wexler]"
"application","vnd.minisoft-hp3000-save","[Chris_Bartram]"
"application","vnd.mitsubishi.misty-guard.trustweb","[Tanaka]"
"application","vnd.Mobius.DAF","[Allen_K._Kabayama]"
"application","vnd.Mobius.DIS","[Allen_K._Kabayama]"
"application","vnd.Mobius.MBK","[Alex_Devasia]"
"application","vnd.Mobius.MQY","[Alex_Devasia]"
"application","vnd.Mobius.MSL","[Allen_K._Kabayama]"
"application","vnd.Mobius.PLC","[Allen_K._Kabayama]"
"application","vnd.Mobius.TXF","[Allen_K._Kabayama]"
"application","vnd.mophun.application","[Bjorn_Wennerstrom]"
"application","vnd.mophun.certificate","[Bjorn_Wennerstrom]"
"application","vnd.motorola.flexsuite","[Mark_Patton]"
"application","vnd.motorola.flexsuite.adsi","[Mark_Patton]"
"application","vnd.motorola.flexsuite.fis","[Mark_Patton]"
"application","vnd.motorola.flexsuite.gotap","[Mark_Patton]"
"application","vnd.motorola.flexsuite.kmr","[Mark_Patton]"
"application","vnd.motorola.flexsuite.ttc","[Mark_Patton]"
"application","vnd.motorola.flexsuite.wem","[Mark_Patton]"
"application","vnd.motorola.iprm","[Rafie_Shamsaasef]"
"application","vnd.mozilla.xul+xml","[Braden_N_McDaniel]"
"application","vnd.ms-artgalry","[Dean_Slawson]"
"application","vnd.ms-asf","[Eric_Fleischman]"
"application","vnd.ms-cab-compressed","[Kim_Scarborough]"
"application","vnd.mseq","[Gwenael_Le_Bodic]"
"application","vnd.ms-3mfdocument","[Shawn_Maloney]"
"application","vnd.ms-excel","[Sukvinder_S._Gill]"
"application","vnd.ms-excel.addin.macroEnabled.12","[Chris_Rae]"
"application","vnd.ms-excel.sheet.binary.macroEnabled.12","[Chris_Rae]"
"application","vnd.ms-excel.sheet.macroEnabled.12","[Chris_Rae]"
"application","vnd.ms-excel.template.macroEnabled.12","[Chris_Rae]"
"application","vnd.ms-fontobject","[Kim_Scarborough]"
"application","vnd.ms-htmlhelp","[Anatoly_Techtonik]"
"application","vnd.ms-ims","[Eric_Ledoux]"
"application","vnd.ms-lrm","[Eric_Ledoux]"
"application","vnd.ms-office.activeX+xml","[Chris_Rae]"
"application","vnd.ms-officetheme","[Chris_Rae]"
"application","vnd.ms-playready.initiator+xml","[Daniel_Schneider]"
"application","vnd.ms-powerpoint","[Sukvinder_S._Gill]"
"application","vnd.ms-powerpoint.addin.macroEnabled.12","[Chris_Rae]"
"application","vnd.ms-powerpoint.presentation.macroEnabled.12","[Chris_Rae]"
"application","vnd.ms-powerpoint.slide.macroEnabled.12","[Chris_Rae]"
"application","vnd.ms-powerpoint.slideshow.macroEnabled.12","[Chris_Rae]"
"application","vnd.ms-powerpoint.template.macroEnabled.12","[Chris_Rae]"
"application","vnd.ms-project","[Sukvinder_S._Gill]"
"application","vnd.ms-tnef","[Sukvinder_S._Gill]"
"application","vnd.ms-windows.printerpairing","[Justin_Hutchings]"
"application","vnd.ms-wmdrm.lic-chlg-req","[Kevin_Lau]"
"application","vnd.ms-wmdrm.lic-resp","[Kevin_Lau]"
"application","vnd.ms-wmdrm.meter-chlg-req","[Kevin_Lau]"
"application","vnd.ms-wmdrm.meter-resp","[Kevin_Lau]"
"application","vnd.ms-word.document.macroEnabled.12","[Chris_Rae]"
"application","vnd.ms-word.template.macroEnabled.12","[Chris_Rae]"
"application","vnd.ms-works","[Sukvinder_S._Gill]"
"application","vnd.ms-wpl","[Dan_Plastina]"
"application","vnd.ms-xpsdocument","[Jesse_McGatha]"
"application","vnd.msign","[Malte_Borcherding]"
"application","vnd.multiad.creator","[Steve_Mills]"
"application","vnd.multiad.creator.cif","[Steve_Mills]"
"application","vnd.musician","[Greg_Adams]"
"application","vnd.music-niff","[Tim_Butler]"
"application","vnd.muvee.style","[Chandrashekhara_Anantharamu]"
"application","vnd.mynfc","[Franck_Lefevre]"
"application","vnd.ncd.control","[Lauri_Tarkkala]"
"application","vnd.ncd.reference","[Lauri_Tarkkala]"
"application","vnd.nervana","[Steve_Judkins]"
"application","vnd.netfpx","[Andy_Mutz]"
"application","vnd.neurolanguage.nlu","[Dan_DuFeu]"
"application","vnd.nintendo.snes.rom","[Henrik_Andersson]"
"application","vnd.nintendo.nitro.rom","[Henrik_Andersson]"
"application","vnd.nitf","[Steve_Rogan]"
"application","vnd.noblenet-directory","[Monty_Solomon]"
"application","vnd.noblenet-sealer","[Monty_Solomon]"
"application","vnd.noblenet-web","[Monty_Solomon]"
"application","vnd.nokia.catalogs","[Nokia]"
"application","vnd.nokia.conml+wbxml","[Nokia]"
"application","vnd.nokia.conml+xml","[Nokia]"
"application","vnd.nokia.iptv.config+xml","[Nokia]"
"application","vnd.nokia.iSDS-radio-presets","[Nokia]"
"application","vnd.nokia.landmark+wbxml","[Nokia]"
"application","vnd.nokia.landmark+xml","[Nokia]"
"application","vnd.nokia.landmarkcollection+xml","[Nokia]"
"application","vnd.nokia.ncd","[Nokia]"
"application","vnd.nokia.n-gage.ac+xml","[Nokia]"
"application","vnd.nokia.n-gage.data","[Nokia]"
"application","vnd.nokia.n-gage.symbian.install","[Nokia] - OBSOLETE; no replacement given"
"application","vnd.nokia.pcd+wbxml","[Nokia]"
"application","vnd.nokia.pcd+xml","[Nokia]"
"application","vnd.nokia.radio-preset","[Nokia]"
"application","vnd.nokia.radio-presets","[Nokia]"
"application","vnd.novadigm.EDM","[Janine_Swenson]"
"application","vnd.novadigm.EDX","[Janine_Swenson]"
"application","vnd.novadigm.EXT","[Janine_Swenson]"
"application","vnd.ntt-local.content-share","[Akinori_Taya]"
"application","vnd.ntt-local.file-transfer","[NTT-local]"
"application","vnd.ntt-local.ogw_remote-access","[NTT-local]"
"application","vnd.ntt-local.sip-ta_remote","[NTT-local]"
"application","vnd.ntt-local.sip-ta_tcp_stream","[NTT-local]"
"application","vnd.oasis.opendocument.chart","[Svante_Schubert][OASIS]"
"application","vnd.oasis.opendocument.chart-template","[Svante_Schubert][OASIS]"
"application","vnd.oasis.opendocument.database","[Svante_Schubert][OASIS]"
"application","vnd.oasis.opendocument.formula","[Svante_Schubert][OASIS]"
"application","vnd.oasis.opendocument.formula-template","[Svante_Schubert][OASIS]"
"application","vnd.oasis.opendocument.graphics","[Svante_Schubert][OASIS]"
"application","vnd.oasis.opendocument.graphics-template","[Svante_Schubert][OASIS]"
"application","vnd.oasis.opendocument.image","[Svante_Schubert][OASIS]"
"application","vnd.oasis.opendocument.image-template","[Svante_Schubert][OASIS]"
"application","vnd.oasis.opendocument.presentation","[Svante_Schubert][OASIS]"
"application","vnd.oasis.opendocument.presentation-template","[Svante_Schubert][OASIS]"
"application","vnd.oasis.opendocument.spreadsheet","[Svante_Schubert][OASIS]"
"application","vnd.oasis.opendocument.spreadsheet-template","[Svante_Schubert][OASIS]"
"application","vnd.oasis.opendocument.text","[Svante_Schubert][OASIS]"
"application","vnd.oasis.opendocument.text-master","[Svante_Schubert][OASIS]"
"application","vnd.oasis.opendocument.text-template","[Svante_Schubert][OASIS]"
"application","vnd.oasis.opendocument.text-web","[Svante_Schubert][OASIS]"
"application","vnd.obn","[Matthias_Hessling]"
"application","vnd.oftn.l10n+json","[Eli_Grey]"
"application","vnd.oipf.contentaccessdownload+xml","[Claire_DEsclercs]"
"application","vnd.oipf.contentaccessstreaming+xml","[Claire_DEsclercs]"
"application","vnd.oipf.cspg-hexbinary","[Claire_DEsclercs]"
"application","vnd.oipf.dae.svg+xml","[Claire_DEsclercs]"
"application","vnd.oipf.dae.xhtml+xml","[Claire_DEsclercs]"
"application","vnd.oipf.mippvcontrolmessage+xml","[Claire_DEsclercs]"
"application","vnd.oipf.pae.gem","[Claire_DEsclercs]"
"application","vnd.oipf.spdiscovery+xml","[Claire_DEsclercs]"
"application","vnd.oipf.spdlist+xml","[Claire_DEsclercs]"
"application","vnd.oipf.ueprofile+xml","[Claire_DEsclercs]"
"application","vnd.oipf.userprofile+xml","[Claire_DEsclercs]"
"application","vnd.olpc-sugar","[John_Palmieri]"
"application","vnd.oma.bcast.associated-procedure-parameter+xml","[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]"
"application","vnd.oma.bcast.drm-trigger+xml","[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]"
"application","vnd.oma.bcast.imd+xml","[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]"
"application","vnd.oma.bcast.ltkm","[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]"
"application","vnd.oma.bcast.notification+xml","[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]"
"application","vnd.oma.bcast.provisioningtrigger","[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]"
"application","vnd.oma.bcast.sgboot","[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]"
"application","vnd.oma.bcast.sgdd+xml","[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]"
"application","vnd.oma.bcast.sgdu","[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]"
"application","vnd.oma.bcast.simple-symbol-container","[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]"
"application","vnd.oma.bcast.smartcard-trigger+xml","[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]"
"application","vnd.oma.bcast.sprov+xml","[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]"
"application","vnd.oma.bcast.stkm","[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]"
"application","vnd.oma.cab-address-book+xml","[Hao_Wang][OMA]"
"application","vnd.oma.cab-feature-handler+xml","[Hao_Wang][OMA]"
"application","vnd.oma.cab-pcc+xml","[Hao_Wang][OMA]"
"application","vnd.oma.cab-subs-invite+xml","[Hao_Wang][OMA]"
"application","vnd.oma.cab-user-prefs+xml","[Hao_Wang][OMA]"
"application","vnd.oma.dcd","[Avi_Primo][OMNA-Open_Mobile_Naming_Authority]"
"application","vnd.oma.dcdc","[Avi_Primo][OMNA-Open_Mobile_Naming_Authority]"
"application","vnd.oma.dd2+xml","[Jun_Sato][Open_Mobile_Alliance_BAC_DLDRM_Working_Group]"
"application","vnd.oma.drm.risd+xml","[Uwe_Rauschenbach][OMNA-Open_Mobile_Naming_Authority]"
"application","vnd.oma.group-usage-list+xml","[Sean_Kelley][OMA_Presence_and_Availability_PAG_Working_Group]"
"application","vnd.oma.pal+xml","[Brian_McColgan][OMNA-Open_Mobile_Naming_Authority]"
"application","vnd.oma.poc.detailed-progress-report+xml","[OMA_Push_to_Talk_over_Cellular_POC_Working_Group]"
"application","vnd.oma.poc.final-report+xml","[OMA_Push_to_Talk_over_Cellular_POC_Working_Group]"
"application","vnd.oma.poc.groups+xml","[Sean_Kelley][OMA_Push_to_Talk_over_Cellular_POC_Working_Group]"
"application","vnd.oma.poc.invocation-descriptor+xml","[OMA_Push_to_Talk_over_Cellular_POC_Working_Group]"
"application","vnd.oma.poc.optimized-progress-report+xml","[OMA_Push_to_Talk_over_Cellular_POC_Working_Group]"
"application","vnd.oma.push","[Bryan_Sullivan][OMA]"
"application","vnd.oma.scidm.messages+xml","[Wenjun_Zeng][OMNA-Open_Mobile_Naming_Authority]"
"application","vnd.oma.xcap-directory+xml","[Sean_Kelley][OMA_Presence_and_Availability_PAG_Working_Group]"
"application","vnd.omads-email+xml","[OMA_Data_Synchronization_Working_Group]"
"application","vnd.omads-file+xml","[OMA_Data_Synchronization_Working_Group]"
"application","vnd.omads-folder+xml","[OMA_Data_Synchronization_Working_Group]"
"application","vnd.omaloc-supl-init","[Julien_Grange]"
"application","vnd.oma-scws-config","[Ilan_Mahalal]"
"application","vnd.oma-scws-http-request","[Ilan_Mahalal]"
"application","vnd.oma-scws-http-response","[Ilan_Mahalal]"
"application","vnd.openeye.oeb","[Craig_Bruce]"
"application","vnd.openxmlformats-officedocument.custom-properties+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.customXmlProperties+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.drawing+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.drawingml.chart+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.drawingml.chartshapes+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.drawingml.diagramColors+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.drawingml.diagramData+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.drawingml.diagramLayout+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.drawingml.diagramStyle+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.extended-properties+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.presentationml.commentAuthors+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.presentationml.comments+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.presentationml.handoutMaster+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.presentationml.notesMaster+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.presentationml.notesSlide+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.presentationml.presentation","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.presentationml.presentation.main+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.presentationml.presProps+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.presentationml.slide","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.presentationml.slide+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.presentationml.slideLayout+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.presentationml.slideMaster+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.presentationml.slideshow","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.presentationml.slideshow.main+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.presentationml.slideUpdateInfo+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.presentationml.tableStyles+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.presentationml.tags+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.presentationml.template","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.presentationml.template.main+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.presentationml.viewProps+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.spreadsheetml.calcChain+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.spreadsheetml.chartsheet+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.spreadsheetml.comments+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.spreadsheetml.connections+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.spreadsheetml.dialogsheet+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.spreadsheetml.externalLink+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.spreadsheetml.pivotCacheDefinition+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.spreadsheetml.pivotCacheRecords+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.spreadsheetml.pivotTable+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.spreadsheetml.queryTable+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.spreadsheetml.revisionHeaders+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.spreadsheetml.revisionLog+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.spreadsheetml.sharedStrings+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.spreadsheetml.sheet","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.spreadsheetml.sheet.main+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.spreadsheetml.sheetMetadata+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.spreadsheetml.styles+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.spreadsheetml.table+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.spreadsheetml.tableSingleCells+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.spreadsheetml.template","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.spreadsheetml.template.main+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.spreadsheetml.userNames+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.spreadsheetml.volatileDependencies+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.spreadsheetml.worksheet+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.theme+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.themeOverride+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.vmlDrawing","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.wordprocessingml.comments+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.wordprocessingml.document","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.wordprocessingml.document.glossary+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.wordprocessingml.document.main+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.wordprocessingml.endnotes+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.wordprocessingml.fontTable+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.wordprocessingml.footer+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.wordprocessingml.footnotes+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.wordprocessingml.numbering+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.wordprocessingml.settings+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.wordprocessingml.styles+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.wordprocessingml.template","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.wordprocessingml.template.main+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-officedocument.wordprocessingml.webSettings+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-package.core-properties+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-package.digital-signature-xmlsignature+xml","[Makoto_Murata]"
"application","vnd.openxmlformats-package.relationships+xml","[Makoto_Murata]"
"application","vnd.oracle.resource+json","[Ning_Dong]"
"application","vnd.orange.indata","[CHATRAS_Bruno]"
"application","vnd.osa.netdeploy","[Steven_Klos]"
"application","vnd.osgeo.mapguide.package","[Jason_Birch]"
"application","vnd.osgi.bundle","[Peter_Kriens]"
"application","vnd.osgi.dp","[Peter_Kriens]"
"application","vnd.osgi.subsystem","[Peter_Kriens]"
"application","vnd.otps.ct-kip+xml","[Magnus_Nystrom]"
"application","vnd.palm","[Gavin_Peacock]"
"application","vnd.panoply","[Natarajan_Balasundara]"
"application","vnd.paos.xml","[John_Kemp]"
"application","vnd.pawaafile","[Prakash_Baskaran]"
"application","vnd.pcos","[Slawomir_Lisznianski]"
"application","vnd.pg.format","[April_Gandert]"
"application","vnd.pg.osasli","[April_Gandert]"
"application","vnd.piaccess.application-licence","[Lucas_Maneos]"
"application","vnd.picsel","[Giuseppe_Naccarato]"
"application","vnd.pmi.widget","[Rhys_Lewis]"
"application","vnd.poc.group-advertisement+xml","[Sean_Kelley][OMA_Push_to_Talk_over_Cellular_POC_Working_Group]"
"application","vnd.pocketlearn","[Jorge_Pando]"
"application","vnd.powerbuilder6","[David_Guy]"
"application","vnd.powerbuilder6-s","[David_Guy]"
"application","vnd.powerbuilder7","[Reed_Shilts]"
"application","vnd.powerbuilder75","[Reed_Shilts]"
"application","vnd.powerbuilder75-s","[Reed_Shilts]"
"application","vnd.powerbuilder7-s","[Reed_Shilts]"
"application","vnd.preminet","[Juoko_Tenhunen]"
"application","vnd.previewsystems.box","[Roman_Smolgovsky]"
"application","vnd.proteus.magazine","[Pete_Hoch]"
"application","vnd.publishare-delta-tree","[Oren_Ben-Kiki]"
"application","vnd.pvi.ptid1","[Charles_P._Lamb]"
"application","vnd.pwg-multiplexed","[RFC3391]"
"application","vnd.pwg-xhtml-print+xml","[Don_Wright]"
"application","vnd.qualcomm.brew-app-res","[Glenn_Forrester]"
"application","vnd.Quark.QuarkXPress","[Hannes_Scheidler]"
"application","vnd.quobject-quoxdocument","[Matthias_Ludwig]"
"application","vnd.radisys.moml+xml","[RFC5707]"
"application","vnd.radisys.msml-audit-conf+xml","[RFC5707]"
"application","vnd.radisys.msml-audit-conn+xml","[RFC5707]"
"application","vnd.radisys.msml-audit-dialog+xml","[RFC5707]"
"application","vnd.radisys.msml-audit-stream+xml","[RFC5707]"
"application","vnd.radisys.msml-audit+xml","[RFC5707]"
"application","vnd.radisys.msml-conf+xml","[RFC5707]"
"application","vnd.radisys.msml-dialog-base+xml","[RFC5707]"
"application","vnd.radisys.msml-dialog-fax-detect+xml","[RFC5707]"
"application","vnd.radisys.msml-dialog-fax-sendrecv+xml","[RFC5707]"
"application","vnd.radisys.msml-dialog-group+xml","[RFC5707]"
"application","vnd.radisys.msml-dialog-speech+xml","[RFC5707]"
"application","vnd.radisys.msml-dialog-transform+xml","[RFC5707]"
"application","vnd.radisys.msml-dialog+xml","[RFC5707]"
"application","vnd.radisys.msml+xml","[RFC5707]"
"application","vnd.rainstor.data","[Kevin_Crook]"
"application","vnd.rapid","[Etay_Szekely]"
"application","vnd.realvnc.bed","[Nick_Reeves]"
"application","vnd.recordare.musicxml","[Michael_Good]"
"application","vnd.recordare.musicxml+xml","[Michael_Good]"
"application","vnd.RenLearn.rlprint","[James_Wick]"
"application","vnd.rig.cryptonote","[Ken_Jibiki]"
